tweet,location
@rushlimbaugh America has chosen TRUMP! SickOfLyingPoliticianPuppets! TIME 4 AMERICA TO RISE 4 our security&amp;Freedom! https://t.co/tWnvKhWgg6,"Titusville, FL"
@realDonaldTrump @trumpservative I never liked this boasting when Mohammed Ali did it either.,"Spotsylvania County, Virginia "
"@Cozmacozmy @TxSpoiler @glennbeck Did you see this Jeff someone sued in IOWA:
https://t.co/WgL3LdTX4X","New York, USA"
"2014-now Sill True! ""@Rosenbergradio: just called donald trump the east coast donald sterling !!!!! #TheRealness""","B'VILLE, NYC"
@BernieSanders wants equal pay for women. So do we. #WeAreBernie,"Clarksville, TN"
"RT @realDonaldTrump: I will be the greatest job-producing president in American history. #Trump2016 #VoteTrump 
https://t.co/tykxcT5ZtG htt…","SE Mich, then NYC, now NW GA."
@Cozmacozmy @ChrisLoesch I get the same thing from Cruzbots because I support Trump.,"Gwinnett County, Georgia"
"@chattycatthy Do you consider Trump a non-politician? With as many palms as he's greased, you might want to rethink it. @markflesberg @NRO","Virginia, USA"
diegojimmyjames: Ceej53: RT EstebFranco: It's no wonder Ted Cruz doesn't understand #NewYorkValues. New York doesn… https://t.co/bUoZF3sraN,"Columbus, OH"
diegojimmyjames: delgeo1: RT contessabrewer: Fact-check #NewYorkValues https://t.co/IzcVhTP460,"Columbus, OH"
RT @AceofSpadesHQ: the only thing that interests me about the GOP is a possible change of ownership-- and that's it.,"Hotlanta, GA"
"diegojimmyjames: bizmark1217: RT LindaSuhler: Trump: I Have a 'Really Good Chance of Winning New York'
#Trump2016
… https://t.co/GNBTgIWn1J","Columbus, OH"
@Carledavis1967 @PatriotCzar Ted Cruz has an obstructionist voting record. That's it. He's accomplished nothing. No legislation. Nothing.,"Somewhere, PA"
"JerseyDanTwit: RT LindaSuhler: Trump: I Have a 'Really Good Chance of Winning New York'
#Trump2016
#NewYorkValues
… https://t.co/GNBTgIWn1J","Columbus, OH"
Ted Cruz is a real life Avenger who is leading the fight against the cartel. My hero! Go Ted! #cruzcrew #45cruz #cruz2016,"Saint Louis, Missouri"
"@thehill  what they are really saying is "" Don't vote for any Republican"" because I'm a narrow minded bigot that will always vote for the D.","Mukilteo, Wa."
"RT @scottlincicome: Heartening: Large majority of NH Republicans loathe Trump
Disheartening: Doesn't matter much in fractured GOP field 
ht…","Shavertown, PA"
"@OlgaOlgamsmith @immigrant4trump @realDonaldTrump Uhhh, yeah right. Strange way of showing it. He's not polished enough to be president.","Kenner, LA"
"RT @realDonaldTrump: I will be the greatest job-producing president in American history. #Trump2016 #VoteTrump 
https://t.co/tykxcT5ZtG htt…","New York, USA"
"RT @teaparty321: Gohmert: Evangelicals Should Worry Trump Will Return to Lifelong Liberal Principles https://t.co/rKr8gMjfQO
#RedNationRisi…","Cedartown,Georgia"
RT @DavidKWilliams: Yes Spider the right leader is more important than the party.Oh how I wish for a leader 4 @usa @GOP @DamiraMaricic  htt…,"Monticell, Minnesota"
@huitecouture @jamestwiter99 @marklevinshow like george soros who gave 600 million to trump for a development,"Amarillo, Texas"
"RT @Babbsgirl2: Former U.S. Attorney General: A ""criminal charge is justified"" for Hillary. 

#HillaryForPrison2016 #HillaryClinton 
https:…","Connecticut, USA"
"SyracuseKathy: #NewYorkValues tedcruz  #abc NY values? Ted Cruz closes Capitol Hill office before blizzard, Schume… https://t.co/2wayfsfqts","Columbus, OH"
AveryChasten: RT LouiseMensch: Dear RealDonaldTrump show us some #NewYorkValues and privately plow our city that once again deBlasioNYC won…,"Columbus, OH"
"Posting these (almost) every day until the Primary. Woo!

#Bernie2016 #BernieBrigade #BernieSanders #FeelTheBern https://t.co/xWcJY72IcB","Chicago, IL"
"RT @GuerrillaDems: Today Corporate Media is Doing Everything it Can to Bury @BernieSanders It's Obvious &amp; Scary

#WeAreBernie #iacaucus htt…","the T, PA"
Legal news: fmwilliams25-- Legal news: fmwilliams25-- Legal news: cprjon1-- RT cnmmichael: .tedcruz: When I was SG of Tx I led a coalition …,"Milwaukee, WI"
"RT @DanScavino: .@jessebwatters is spot on re: @realDonaldTrump! #Trump2016
#MakeAmericaGreatAgain 
#TrumpTrain🚂🇺🇸🇺🇸🇺🇸🇺🇸  https://t.co/Z0YB…","Coral Gables, Florida"
Today's GOP Intel Briefing is up. https://t.co/iYvg4eq3sp Stories via @CharlesHamerle @OliverCooper @michelleat95,"San Diego, California"
@BernieSanders Go Bernie! You have the working middle with you!,"Marion, MA"
"@realDonaldTrump right on, @JebBush is lightweight of America's failing political elite. VoteTrump2016 - America away from The DC Elite.","Texas, USA"
"RT @fieriwap: Donald Trump: hi 
me:  https://t.co/9b2NYvzLES","Charlotte, NC"
"RT @DockCurrie: .@Ariggs24 Yes sir, I advocate #Democraticsocialist political-economy, democratization of the @FederalReserve &amp; #BreakEmUp,…","Fort Myers,FL"
RT @stephenfhayes: If every GOP primary voter saw this before caucusing or voting how many would support @realdonaldtrump? https://t.co/GB5…,"Washington, DC"
"Legal news: fmwilliams25-- Legal news: padre35-- Vote for ""us"" the #GOP says, and we can appoint #SCOTUS judges! Nevermind #TPP making our …","Milwaukee, WI"
Everyday @HillaryClinton is #FightingForYou! Let's fight for her to win in IA and NH!,"Buffalo, NY"
"RT @MaxBoot: ""One of America's greatest counterterrorism assets is its own Muslim community."" Someone tell Trump.  https://t.co/OU2Glxw0Q9","Northern New Jersey, USA"
RT @fivefifths: Did anyone seriously believe Ted Cruz did not have health insurance?,"NC by day, DC by night...."
RT @HollyAnswers: MUST SEE REPORT: @tedcruz Wife &amp; CFR Member @heidiscruz Demands #NAFTA 2.0 @realDonaldTrump https://t.co/WwyBQX6J94 https…,"Myrtle Beach, S.C."
@realDonaldTrump    The beauty of a stem that has already caused deaths????,"East Selkirk, MB"
"Legal news: StevePerkins14-- .Ya think! About time the constitution was discussed
#SCOTUS 
#Freedom 1A 2A #faith 
 https://t.co/bxWmNQvvaP","Milwaukee, WI"
"RT @wikileaks: State Dept moves to withold release of 55,000 Hillary Clinton emails until after Iowa, New Hamshire primaries https://t.co/X…","Maryland, USA"
@jca10c9 @calicoskin @NationalNurses @BernieSanders I talk to BS fans who have no idea how a bill is brought up for a vote.,"California, USA"
"RT @JonahNRO: Too many, I suspect. https://t.co/CR48yHy98e","Whitehouse, TX"
"@DavidLimbaugh You're just like the rest; Only hear insiders. But you'd be grassroots like us w/out Rush.
@tedcruz
https://t.co/wma7BZo271","Bronx, NY"
RT @ClassicPict: Donald Trump v Adolf Hitler https://t.co/TJBmi50MhX,"Culican, MX"
"RT @ln_Progress: The Upchuckable Rag Mag #NationalReview 
 
Poor souls wanted their 15 minutes of FAME
 
#Trump2016 
#GOP 
#tcot https://t.…","Tx.,ca,   USA"
@denverpost @WSJopinion @WSJPolitics GOP rift started w/ local tea parties in 2010. Media should better understand Trump/Cruz support!,"Sun City West, AZ"
Trump's Tea Party GOP tries hard to hide from the American electorate their real problems: Extreme stupidity &amp; complete Incompetency!,"San Antonio, TX"
Republican nightmare vs. democratic socialist dream! https://t.co/dRWSWkIP7l,"Augusta 30906, GA, USA"
RT @BuzzFeedNews: Man Uses Obituary To Ask People Not To Vote For Donald Trump https://t.co/HjUzEU67SX https://t.co/A65EXRgXmn,"Cheltenham, England"
"RT @concreteczar: #MakeAmericaGreatAgain 
Trump Spokeswoman: Malcolm X Is ‘My Idol,’ Republicans Are Racist https://t.co/1bZqT2bPjv","Virginia, USA"
RT @NewyorkWeissman: #WeAreBernie &amp; @BernieSanders trounces #Dump https://t.co/0WK1dmvGM1,"Bilskirnir, Asgard"
"RT @_CFJ_: @POtuS #Obama ALMOST done destroying the Democrat Party

#UniteBlue Stay stupid my friends

#p2 #tcot #TeaParty https://t.co/YHj…","Austin, TX"
"RT @gerfingerpoken2: (IBD) If Hillary Clinton Signed  Form OF-109, she committed  Felony - @IBDeditorials - https://t.co/17gub9QmVu - https…","Manchester, NY"
"RT @ShazadHamid: Sanders 51% winning in Iowa. Meanwhile, Clinton is launching neocon Republican-style attacks against Sanders. https://t.co…","Mint Hill, NC"
"RT @Joelsberg: Hey Ted Cruz: NY values are nurses, laborers, and home health attendants braving blizzard to go to work Sat morn https://t.c…","New York, NY"
"RT @HillaryClinton: Just 10 days to the Iowa caucus! Hillary can't do it without you, here’s how you can help. https://t.co/1n1Mr33tBY http…","Cleveland, TN"
RT @AndreaTantaros: Trump has crossover appeal. Elites have never met a blue collar worker (unless they were fixing their jacuzzi).  https:…,"Colorado, USA"
RT @moxyladies: @realDonaldTrump @JebBush #republicans are fools... #clowncar #politics #RNC https://t.co/wSMLFzCpVv,"Buenos Aires, Argentina"
"I'm not getting into this Trump vs Conservative debate. 
Corp tax
Rubio 35%
Jeb 28%
Trump 16%
Cruz no corp tax","South Carolina, USA"
"RT @BernieSanders: This campaign is not about Bernie Sanders, Hillary Clinton, or Donald Trump. This campaign is about you.
https://t.co/Gn…","Mint Hill, NC"
"RT @_CFJ_: @POtuS #Obama ALMOST done destroying the Democrat Party

#UniteBlue Stay stupid my friends

#p2 #tcot #TeaParty https://t.co/YHj…","Florida, USA"
"BooBooTV: Chingy: I Didn’t Mean to Offend, But I’ll Vote for Trump if He Improves Economy https://t.co/LQ2miXPiTp #SK","San Diego, CA"
"RT @newtmastilinski: who would u rather be president
rt for sportacus, fav for donald trump https://t.co/7mL7qM8dLO","Hampshire, South East England"
"RT @hindifilmnews1: ""SRK is quite popular in US and have fan clubs, movies of Shah Rukh are also quite popular"" - Hillary Clinton To Mamata…","kolkata,India"
"RT @DaGodfather907: The @NRO and @megynkelly have become
cohorts with Glenn 'Trump Basher' Beck
as their gang leader.","Los Angeles, CA"
"@risetoflyy @TrumpLouisiana @megynkelly @BrentBozell Trump has ""self-funded"" his campaign only 2.5%. Who's the phony? Liar liar 👖🔥","Palm Beach, FL"
RT @MSNBC: .@TomDaschle explains why @RealDonaldTrump isn't qualified to be president: https://t.co/WljLc69Bsu https://t.co/CtTFP15GgT,"Palm Coast, FL"
"@realDonaldTrump Cruz is desperate, and we see the desperation. He's not even good at hiding it. I'm embarrassed for him.","Wetumpka, AL"
@realDonaldTrump Why are you obsessed with his eligibility?  Debate him on the issues.  Do not run from him. Do not be a draft dodger again.,"Lakeway, Tx"
"Donald Trump is OWNED by Every Bank on Wall Street 
#DumpTRUMP!!
| RedState https://t.co/KnNRdp9vGs","Dallas, Texas"
"@realDonaldTrump No, it is the good LORD fighting for HIS will. The truth matters a lot to God. HE will continue to fight as DJT obeys HIM🇺🇸","Shreveport, Louisiana"
RT @padamo510: ANALYSIS: The Storm That’s Hit the GOP - ABC News. Karma is a bitch !👍 https://t.co/0N71it6onZ,"South East, USA"
"RT @ProfessorF: Because AFAIK, you could make an argument that @TedCruz if elected (Glenn Beck's guy) doesn't understand the political leve…","Bradenton, Florida"
#DumbandDumber @realDonaldTrump Vs. Sea Level Rise - BuzzFeed News #flunkedscience  https://t.co/RFTQKjBvYL,"Hollywood, California"
"""I'm a big fan, a very big fan of the United Nations, and all it stands for."" 
-- Trump Senate testimony
https://t.co/Z4QRLlOOCo
#CruzCrew","Washington, DC"
"@pdubarry ""@LutheranCORE: “Trump is both a reaction to and expression of liberal delusions.” https://t.co/asjwPkRArU""","Addyston, OH"
TEE for two. https://t.co/2E7wEFF7bV #golf #golfing #pga #lpga #golfclub #top #pant #ootd #sports #trump #outdoors https://t.co/nOA59GTWo3,"California, USA"
"RT @cascamike: .@BernieSanders also raised between those amounts today, but from working people giving an average of $29.58. https://t.co/a…","Mint Hill, NC"
RT @aguywithnolife: how should my character meet trump,"Cascavel, Paraná"
RT @TheTweetOfGod: No you don't. Fuck you. https://t.co/u5Y5OlZUgz,"South Bombay, India"
RT @yaboyberniesand: So I know I'm not technically president yet but I am declaring a snow day for the nation today. Please stay warm. #Fee…,"Omaha, Ne."
Report: Hispanic Chamber to endorse Julian Castro for VP https://t.co/rqugGQnMkN a match made in HEAVEN!!! Dump Trump would have a FIT!!!😀,"san antonio, texas"
"This should be obvious, but sadly it won't be too all: This tweet is not about Hitler, Trump or Cruz. https://t.co/T6WlXFBB89","Colorado Springs, Colorado"
RT @AngieBeakley: This house belongs to #WethePeople we need a prez who knows and follows the Constitution not another egomaniac. https://t…,"Texas, USA"
Ted Cruz The War Monger https://t.co/hhcOGNeom2,"Chicago, IL"
Ted Cruz loves war! He's a real tough guy and thinks the US doesn't spend enough of it's young men and women's... https://t.co/MzxUYEjl7w,"Chicago, IL"
@JackieDOesItAll @realDonaldTrump What? I don't know... huh?,"Guntersville, AL"
"@DJTRUMP45  A vote for Trump gets America off its rump!  Pass it on!  The Sage Bunny
https://t.co/czfVQRHeyz","California, USA"
"RT @DRUDGE_REPORT: TRUMP FIRES BACK: Magazine 'dying, dying'... https://t.co/bYLEXbjBCy","Florida, USA"
@JoePerticone @NRO Trump is only following the bible when it says one should love yourself first before loving someone else...,"New York, NY"
"https://t.co/1aNDPmnEWr

@HillaryClinton is anyone looking into this? These scam artists are tax exempt","666--Topeka, KS"
RT @GonzoVice: The whole Republican party was left stunned and shuddering like a hound dog passing a peach pit.,"Wanroij, Noord Brabant, NL"
@Dreaaa_44: Will Paris attacks affect foreign policy for @HillaryClinton? Her policy record here: https://t.co/n544ANthGe,"Nueva York, USA"
"RT @sahilkapur: NEW: Ted Cruz finds out he has health insurance, and walks back his claim that Obamacare caused him to be uninsured. https:…","Asbury Park, New Jersey"
"RT @AnnCoulter: Republican voters also not that into Republicans.  They wanted a wall, deportation &amp; a break from all immigration. https://…","Colorado, USA"
@nytopinion @nytpolitics @NYTimeskrugman GOP rift started w/ local tea parties in 2010. Media should better understand Trump/Cruz support!,"Sun City West, AZ"
RT @SaraGreenwell: @realDonaldTrump I will -absolutely certain vote for Trump! #VoteTrump2016 https://t.co/L6DeFudd0U,"Key West, FL"
"Can you give me a small loan of a million dollars? You'll have it back tripled in 12 months, thanks.  https://t.co/7cnBdQYvuy","Uddingston, Scotland"
"#Perplexing, isn't it? https://t.co/EUcOXG5NGo","Charlotte, NC"
RT @TuxcedoCat: Hope Rachel @maddow gets a hero's welcome in Flint next Wednesday! #FlintWaterCrisis #ArrestGovSnyder #OneHandcuffedTurd #G…,"Maine, USA"
"RT @jennwrenmorris: Let me be clear, #Trump can eat kittens, #Cruz can club baby seals, #Carson can run over puppies--I will NEVEREVER VOTE…","Conroe, Texas"
"RT @realDonaldTrump: ""@TheSouthwasRite: @NRO cancelling my subscription- you people are idiots. @realDonaldTrump WILL be our next President…","SE Mich, then NYC, now NW GA."
Trump About You @realDonaldTrump #realdonaldtrump #VoteTrump2016 #TrumpTrain #tcot https://t.co/j58e8aacrE https://t.co/wIUCxy2CxE,"New Jersey, USA"
"@alexanderknight @JoanneCangal @realDonaldTrump ""the ISIS""","Cape Breton, Nova Scotia"
"RT @notTheRealBob2: Trump and Palin’s against reason https://t.co/gD9iFSpzMG  
#Missouri #Montana #Nebraska #Nevada #NewHampshire #NewJerse…","Missouri, USA"
"#Cruz #Trump 
Remember, we cant take four more years of Democrats in the White House. Who wins the nomination get your ass out and vote!!","On instagram,   a12voltman1960"
"Hmm, it's getting worse. https://t.co/qc1ARW2MkM","San Jose, California"
"RT @BernieSanders: Today, a college degree is equivalent to a high school degree 50 years ago. Public colleges should be tuition free. http…","Valparaiso, IN"
@draiochta14 You got it.No on Donald Trump.Yes on dress codes at schools.Let's discuss.😉(felt like I needed an emoji after that statement),"Orange County,CA"
"RT @michaeljohns: In many ways, this is nationalism (#Trump) vs. globalism (the rest).

Real conservatism means putting America first. http…","Colorado, USA"
"RT @StatesPoll: TRUMP: ""Hillary was here(Norwalk,IA) not so longer. She had 20 people. I just asked to the Police."" Jan,20,2016 #TrumpTrain…","Battle Creek, MI"
"Talking to the guy who got drunk, wrote Donald Trump gay erotica, and put it on Amazon https://t.co/e906qfCbNz via @FusionPop","Cascavel, Paraná"
RT @Maxinerunner: Ted Cruz hiding his #OneWorldOrder wife!  https://t.co/bYrMnstiCV https://t.co/XNVT2ivHt7,"Somewhere, PA"
Crazy. During Hearing on Constitutionality of Obama's Gun Grab Democrat Senator says She Doesn't... https://t.co/IpjZOrwPWs,"Akron, OH"
I have resigned my position with the NC For Trump Campaign effective immediately.  I feel I can best serve Mr Trump as an independent voice.,"Charlotte, NC"
@thedunk96 Take Ted cruz with you.Canada loves Traitorous commies like you.,"Wyoming, USA"
Against Trump https://t.co/TcccHZQUPK via @NRO,"Nizhny Novgorod, Russia"
.@WriteReadRock You think so? https://t.co/t7Hg2NbE19,"Washington, DC. U.S.A."
I think I just threw up https://t.co/HEXVGcpvG1,"South Carolina, USA"
RT @davidsirota: House Dems call for probe of @HillaryClinton's top donor amid reports of predatory lending in minority communities https:/…,"Illinois, USA"
What do you expect from Hillary. Hillary Clinton angers Iowa fans who waited hours for five-minute speech. https://t.co/UtLpCQVCtO,"Budd Lake, NJ"
"RT @Chairmnoomowmow: Can someone explain how a Democrat minority is still running the Senate?
#PJNET #tcot https://t.co/DwOFYOta1d","New Caney ,Tx"
@AnnCoulter The republican insiders don't like Trump because he won't dance the old Potomac two step and they know it --,"Tampa, Florida"
"@realDonaldTrump if china charges more for product w tarrif, then buy American product!","Oregon, USA"
#Hillary2016 #HillaryForPrison2016 #ClintonCrimeFoundation #BimboEruptions #Benghazi Can't #StopRush or #UniteBlue https://t.co/egFGzAr9QF,"Canton, Ohio"
"@realDonaldTrump 

WTF??

U.S. says prepared for military solution against Islamic State in Syria https://t.co/QwpJ7687iK","Scottsdale, AZ"
RT @GregBernhard: White Trash Can't Trump #PalinFamilyFilms,"LAS VEGAS, NV"
"RT @espiekermann: Cannot stand that Trump uses my #FFMeta @FontShop: (only in the background, but still) He only deserves Arial https://t.c…","Washington, DC"
"RT @BernieSanders: Republicans are waging a war against women and, let me be clear, it's not a war that we’re gonna allow them to win. http…","Winston Salem, NC"
"RT @jackiev_love: ""If you had a dollar for every dumb thing trump said you'd have a small loan of a million dollars""","Toronto, Ontario"
Wise &amp; understanding people follow a truthful leader like Trump; Fools follow Fools (like The National Review). https://t.co/Uym8Fvl2VH,"FL, Ohio, USA"
RT @DineshDSouza: THE CLINTON TWO-STEP: Hillary blasts Wall Street in public while cozying up to its moguls in private https://t.co/b90D2fw…,"۞4th dimension, leaving Eden۞"
"How is Edward @Snowden guilty of treason and not @HillaryClinton ? 

#doublestandard #corruption","Asheville, NC"
If you vote trump then you dumb af bruh 😈,"Colorado, USA"
"RT @realDonaldTrump: I will be the greatest job-producing president in American history. #Trump2016 #VoteTrump 
https://t.co/tykxcT5ZtG htt…","New York, USA"
@OccamsRazorCuts @NRO @jameslfregosi @realDonaldTrump Haters Gonna Hate 👎 https://t.co/296KQh7MbU,"Texas, USA"
RT @NatasjaYonce: SMH. Pretty much. And we end up with Saul instead of David. God have mercy.  https://t.co/FJ1PZt2rV2,"Charlotte, NC"
Gawker The National Review Makes Its Case Against the Republican Party | Jalopnik One Inch Of Snow A https://t.co/z9Adyn2nUT,"Kansas City, MO"
"""From its highest mountain. To the valleys, to the sea, let the future of this island be Republican and free!"" - Class song Decky McLaughlin","Doire,Ireland"
"RT @JosephMRyan1: 'What's Worse: Hill's Treatment of Emails or Bill's Treatment of Females https://t.co/S2wRll5el6
#WakeUpAmerica https://t…","Canton, Ohio"
@TheBlazeRadio @tedcruz @glennbeck except forgiveness. Not something he should be. And he is Canadian,"New York, NY"
RT @DavidKWilliams: Yes Spider the right leader is more important than the party.Oh how I wish for a leader 4 @usa @GOP @DamiraMaricic  htt…,"New York, NY"
MT @katiezez: Ted Cruz is rolling thru Iowa in a slick bus. https://t.co/T102bbLVyW #CruzCrew #PJNET,"Waycross, GA"
@BernieSanders wants new parents to be able to spend time with their children without going bankrupt. So do we. #WeAreBernie,"Clarksville, TN"
Trump ... America's Commander &amp; Chief https://t.co/iauHvCoww3,"Montesano, Wa"
@nypost @NYDailyNews @conserv_tribune GOP rift started w/ local tea parties in 2010. Media should better understand Trump/Cruz support!,"Sun City West, AZ"
"#Bernie's New Campaign Ad: Simon, Garfunkel, and #Unity https://t.co/2dezqrNEgH #WeAreBernie #FeelTheBern","West Chester, Pa."
@davidc615 @SoCal4Trump @donamitch @tedcruz - Trump will win! I told you the blue collar working-class in rust belt states will win it.,"San Francisco, CA"
@DockCurrie I'm on the fence. Voted republican my whole life. Don't like any of the candidates this year.,"Fort Myers,FL"
RT @JuanChicoTweets: @Patriotic_LPN @JudgeJeanine The @NRO is right. The @realDonaldTrump is a FRAUD! #StandWithNRO #AgainstTrump https://t…,"Florence, AL"
RT @SOMEXlCAN: A country without Mexicans is a country without good food. @realDonaldTrump,"Frisco, TX"
"RT @DRustigian: @melanieusn1979 @realDonaldTrump @AnnCoulter Screw National Review, MSM gave us False Prophet in 2008 &amp; 12 &amp; we'll Not be D…","Cabot, AR"
"RT @MSNBC: LIVE: GOP candidates speak at ""The First in the Nation"" town hall in New Hampshire https://t.co/0pK24mGDdZ https://t.co/b3XPuKCu…","Los Angeles, CA"
"RT @DanScavino: NEW FOX NEWS NATIONAL POLL
#Trump2016 #MakeAmericaGreatAgain 
🏇🏻               🏇🏻         🏇🏻      🏇🏻🏇🏻🏇🏻🏇🏻 https://t.co/qOC…","Coral Gables, Florida"
@hardball @KatyTurNBC @HallieJackson I just heard former senator Bob Dole say Ted Cruz is a radical extremist.@smerconish,"Farmington Hills, Michigan"
"RT @LandmanMarius: These is nothing compared to 
Phyllis Schlafly she is THE GOLD STANDARD in Conservatism and she endorsed Trump. https://…","Manhattan, NY"
"RT @BernieSanders: If Democrats want to win the general election, frankly, I think I'm the stronger candidate. https://t.co/4NXht1UASv","Miami, Florida"
"RT @ASatyanarayanan: Ted Cruz forgets to report Goldman loans, Canada citizenship, Medical Insurance, vote to audit Fed etc. Why?","Scottsdale, AZ"
RT @amrightnow: Trump About Refugees #realdonaldtrump #trump2016 #VoteTrump2016 #TrumpTrain https://t.co/j58e8aacrE https://t.co/omVJp4m7Tr,"Newport Beach, CA"
@EdCrunk @TrumpLouisiana @megynkelly @BrentBozell @realDonaldTrump True. His followers dismiss truths to maintain their cult devotion,"Palm Beach, FL"
Just months ago @realDonaldTrump openly supported gov't run healthcare. He also said he'd appoint a pro-abortion judge to the Supreme Court.,"Texas, USA"
"BREAKING: First GOP primaries could make or break campaigns for Marco Rubio, Jeb Bush - Mia... https://t.co/IE1U3ymGpj #Khaatumo #Khatumo","#Taleex, #Xaysimo #Somaliland"
RT @Patriotic_LPN: @JuanChicoTweets @JudgeJeanine @NRO Trump donated to one of her causes a couple of years ago.  That explains alot.,"Florence, AL"
RT @JosephBrandon8: Sarah Palin Endorsement Bombs As Trump Voters Unimpressed By Mentally Deranged Maverick https://t.co/vAl3rVuTIb via @po…,"New York City & Green Bay, WI"
RT @JosephBrandon8: Sarah Palin Endorsement Bombs As Trump Voters Unimpressed By Mentally Deranged Maverick https://t.co/vAl3rVuTIb via @po…,"Green Bay, Wisconsin"
"@DavidLimbaugh @tedcruz In what planet would a Cruz Presidency do anything but create MORE divide and MORE gridlock?
https://t.co/wma7BZo271","Bronx, NY"
RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN,"Orlando, FL "
"RT @JosephEach: Your decision for POTUS should solely be based on record...

@realDonaldTrump: https://t.co/ugpxYWsU93

@tedcruz: https://t…","Shawnee, KS"
RT @BillKristol: Sincere note to @JebBush: You &amp; your family have much to be proud of. Please leave the race with your dignity intact https…,"Queens, NY"
That would ALMOST be worth it.  https://t.co/CQFISWZtJD,"Tiffin, Ohio USA"
"RT @realDonaldTrump: New Reuters poll! Thank you!
#MakeAmericaGreatAgain #Trump2016 https://t.co/KDVZoUia4I","Coral Gables, Florida"
Sir your best answers will be found when you ask while all alone.   https://t.co/DglWah5555,"Houston, TX"
RT @SYounessian: I am going with the Lion! #FeelTheBern https://t.co/GMKWfpODjF,"Dallas,tx "
RT @hardball: GOP establishment rally against Cruz @KatyTurNBC @HallieJackson https://t.co/mHnWgFDSRS https://t.co/nnRLFVHcok,"Farmington Hills, Michigan"
@DavidLimbaugh @tedcruz Yeah okCruz wldn't know where to start. We don't want a 5' fence we want a TRUMP WALL ya know skyscraper expierence,"New Jersey, USA"
"I just uploaded ""Why do they love Donald Trump?"" to @Vimeo: https://t.co/chVluRbxmA","tulsa, ok"
"RT @healthandcents: Wake up, Women. #Immigrant attacks increasing in America‼😡
THIS is #Islam #WarOnWomen
#IslamIsTheProblem #1A #tcot http…","Atlanta, Georgia"
New post: Ivanka Trump designs phone charging handbags for working women on the go – Mashable https://t.co/dTMvMmbwJ4,"England, United Kingdom"
RT @R_atheist: Donald Trump... https://t.co/SkCXblfqGF,"Charlotte, NC"
@JosephEach @JVER1 @realDonaldTrump @tedcruz as long as you vote republican..,"New Jersey, USA"
"Where Was Donald Trump During the Immigration Fight? Advocating Amnesty 
#DumpTrump
RedState https://t.co/r0eInqYH0G","Dallas, Texas"
RT @mitchellvii: I have resigned my position with the NC For Trump Campaign effective immediately.  I feel I can best serve Mr Trump as an …,"Ohio, USA"
RT @businessinsider: Ted Cruz says this 2-year-old tweet proves that Donald Trump 'SUPPORTS amnesty' https://t.co/TR6teNwL1Z,"Detroit, MI"
"oh my god trump fanfics.  
he really will make anime real 
https://t.co/7MMujrWKet","Toronto, Canada"
RT @mitchellvii: .@jj_hill79427619 Trump will be an outstanding Statesman.  Look how he has dominated this Campaign.,"Huntsville, Al"
RT @ouchinagirl: ✔️ VICTIMS OF ILLEGAL ALIENS 👀 READ &amp; WEEP 👉TRUMP IS RIGHT http://t.co/JuXPzM095s @TrumpNY2016 @GOP #pjnet #tcot #OiP http…,"Lexington, S.C."
"RT @paulapoundstone: This snow is costing Trump a lot of attention. He'll have to mud wrestle Palin, or something, to get his fix.","Washington, DC metro"
"RT @DanScavino: NATIONAL AVERAGE OF GOP POLLS:
@realDonaldTrump 38%
Cruz 16.5%
Rubio 10%
Carson 8%
Jeb 6%
Christie 3%
#MakeAmericaGreatAgai…","Coral Gables, Florida"
RT @mazon1957: The price we have paid in lost &amp; ruined lives to wage war is repugnant and obscene.  #FeelTheBern #WeAreBernie  https://t.co…,"Kentucky, USA"
"Trump, GOP cozy up to each other https://t.co/rq3L0AqNte","Washington, D.C."
Wise &amp; understanding people follow a truthful leader like Trump; Fools follow Fools (like The National Review). https://t.co/s5TzjdjX6n,"FL, Ohio, USA"
Feelin it! @RachDempseyMSW #FeelTheBern RT @KatProgramming: Corporate socialism and war can always just be put on … https://t.co/HUzi4OPcP9,"On various fibers, tubes"
"@NiteOwl223 @JudgeJeanine  at least she's consistent, she told Nikki Haley the same thing for doing the same thing, I'm not a trump  guy","Sissonville, WV"
"Trump hits NR, shows ignorance of how nonprofit world works, still wants to be POTUS  https://t.co/Tk7fn2QTJf","Based in Washington, DC"
"@BarryBallinger @JonahNRO @stephenfhayes @realDonaldTrump ""Iowa treated me unfairly.  I will no longer watch Iowa.  People don't like Iowa.""","North Dakota, USA"
"""Donald Trump looks like my grandma"""," ☀️ Jax, FL ☀️"
@realDonaldTrump Post calculating to mislead!,"Texas, USA"
RT @Mimzy122: If you haven't seen it yet: Bernie's proposed tax plan. #FeelTheBern https://t.co/xwF7csl013,"Auburn, California"
"RT @Chairmnoomowmow: Can someone explain how a Democrat minority is still running the Senate?
#PJNET #tcot https://t.co/DwOFYOta1d","Connecticut, USA"
Anybody notice how @realDonaldTrump gets his feelings hurt every time someone criticizes him? He's a thin-skinned bully jut like #Obama,"Columbus, OH"
And desperation takes over @tedcruz  https://t.co/ZNeIDl2fHg,"Florida, USA"
"RT @JoeTrippi: With Trump and Palin, Republicans get what they deserve https://t.co/bgBVYulbCD","morgantown, wv"
